BNC;CDB;FICTION;1987;;A fatal inversion. Sample containing about 37148 words from a book (domain: imaginative)
BNC;CDX;NONAC;1991;;Mother without a mask. Sample containing about 39586 words from a book (domain: belief and thought)
BNC;CDG;NONAC;1991;;Hollywood rogues. Sample containing about 36363 words from a book (domain: leisure)
BNC;CDS;NONAC;1989;;On my way to the club. Sample containing about 35342 words from a book (domain: world affairs)
BNC;CD9;NONAC;1988;;The champions of Formula 1 from Fangio to Piquet. Sample containing about 38822 words from a book (domain: leisure)
BNC;CDR;OTHERPUB;1989;;Total health and fitness. Sample containing about 38360 words from a book (domain: leisure)
BNC;CDF;NONAC;1989;;Hotel and catering case studies. Sample containing about 38051 words from a book (domain: commerce)
BNC;CD8;NONAC;1987;;Flowers of chivalry. Sample containing about 35660 words from a book (domain: world affairs)
BNC;CD0;NONAC;1987;;Debt collection made easy. Sample containing about 16699 words from a book (domain: commerce)
BNC;CD5;OTHERPUB;1992;;The Face. Sample containing about 38933 words from a periodical (domain: arts)
BNC;CD2;FICTION;1990;;A dark star passing. Sample containing about 39772 words from a book (domain: imaginative)
BNC;CDH;OTHERPUB;1992;;Hair Flair. Sample containing about 9416 words from a periodical (domain: leisure)
BNC;CDK;OTHERPUB;1991;;Having it all. Sample containing about 27947 words from a book (domain: applied science)
BNC;CDM;NONAC;1985;;Where there's life. Sample containing about 41004 words from a book (domain: world affairs)
BNC;CDW;NONAC;1989;;Morality and the market-place. Sample containing about 38316 words from a book (domain: commerce)
BNC;CDT;OTHERPUB;1989;;How to live safely in a dangerous world. Sample containing about 21686 words from a book (domain: leisure)
BNC;CDJ;OTHERPUB;1992;;Hair Flair. Sample containing about 11353 words from a periodical (domain: leisure)
BNC;CDD;NONAC;1990;;Guests of the nation. Sample containing about 29538 words from a book (domain: world affairs)
BNC;CDA;FICTION;1979;;Foxbat. Sample containing about 36905 words from a book (domain: imaginative)
BNC;CDY;FICTION;1987;;No enemy but time. Sample containing about 34959 words from a book (domain: imaginative)
BNC;CD3;NONAC;1991;;The English way of death -- the common funeral since 1450. Sample containing about 39407 words from a book (domain: world affairs)
BNC;CD6;OTHERPUB;1992;;The Face. Sample containing about 34661 words from a periodical (domain: arts)
BNC;CDV;NONAC;1982;;The road to Middle-Earth. Sample containing about 38475 words from a book (domain: arts)
BNC;CD4;NONAC;1991;;The English mystics of the 14th century. Sample containing about 13903 words from a book (domain: belief and thought)
BNC;CDU;NONAC;1983;;Mass communication in Africa. Sample containing about 39066 words from a book (domain: social science)
BNC;CDC;NONAC;1990;;Unfinished: George Appleton remembers and reflects. Sample containing about 39268 words from a book (domain: belief and thought)
BNC;CDE;FICTION;1990;;Guilty parties. Sample containing about 39294 words from a book (domain: imaginative)
BNC;CDP;ACPROSE;1987;;Law for the haulier. Sample containing about 33930 words from a book (domain: social science)
BNC;CDN;FICTION;1971;;The latchkey kid. Sample containing about 39560 words from a book (domain: imaginative)
BNC;CNL;NONAC;1993;;Computergram international. Sample containing about 9072 words from a periodical (domain: applied science)
BNC;CN9;OTHERPUB;1988;;British economic performance 1945-1975. Sample containing about 32491 words from a periodical (domain: natural sciences)
BNC;CNR;NONAC;1993;;Computergram international. Sample containing about 6398 words from a periodical (domain: applied science)
BNC;CNU;NONAC;1993;;Computergram international. Sample containing about 6247 words from a periodical (domain: applied science)
BNC;CNY;NONAC;1993;;Computergram international. Sample containing about 8817 words from a periodical (domain: applied science)
BNC;CNC;NONAC;1993;;Computergram international. Sample containing about 7156 words from a periodical (domain: applied science)
BNC;CNP;NONAC;1993;;Computergram international. Sample containing about 9046 words from a periodical (domain: applied science)
BNC;CN3;FICTION;1991;;Whirlpool. Sample containing about 40689 words from a book (domain: imaginative)
BNC;CNA;ACPROSE;1993;;British Medical Journal. Sample containing about 13707 words from a periodical (domain: natural sciences)
BNC;CNK;NONAC;1993;;Computergram international. Sample containing about 7043 words from a periodical (domain: applied science)
BNC;CNJ;NONAC;1993;;Computergram international. Sample containing about 8598 words from a periodical (domain: applied science)
BNC;CNX;NONAC;1993;;Computergram international. Sample containing about 8966 words from a periodical (domain: applied science)
BNC;CNH;NONAC;1993;;Computergram international. Sample containing about 6415 words from a periodical (domain: applied science)
BNC;CN6;ACPROSE;1989;;Child care research, policy and practice. Sample containing about 32466 words from a book (domain: social science)
BNC;CNG;NONAC;1993;;Computergram international. Sample containing about 8964 words from a periodical (domain: applied science)
BNC;CN5;ACPROSE;1989;;School, work and equality. Sample containing about 39971 words from a book (domain: social science)
BNC;CNN;NONAC;1993;;Computergram international. Sample containing about 6806 words from a periodical (domain: applied science)
BNC;CNM;NONAC;1993;;Computergram international. Sample containing about 8871 words from a periodical (domain: applied science)
BNC;CN2;OTHERPUB;1985;;Safety is no accident. Sample containing about 39450 words from a book (domain: applied science)
BNC;CN4;OTHERPUB;1992;;The Artist. Sample containing about 21989 words from a periodical (domain: arts)
BNC;CNE;NONAC;1993;;Computergram international. Sample containing about 6416 words from a periodical (domain: applied science)
BNC;CN0;NONAC;1993;;Unigram x. Sample containing about 8055 words from a periodical (domain: applied science)
BNC;CNF;NONAC;1993;;Computergram international. Sample containing about 8890 words from a periodical (domain: applied science)
BNC;CNT;NONAC;1993;;Computergram international. Sample containing about 8484 words from a periodical (domain: applied science)
BNC;CNV;NONAC;1993;;Computergram international. Sample containing about 8456 words from a periodical (domain: applied science)
BNC;CNW;NONAC;1993;;Computergram international. Sample containing about 6785 words from a periodical (domain: applied science)
BNC;CND;NONAC;1993;;Computergram international. Sample containing about 8554 words from a periodical (domain: applied science)
BNC;CN1;OTHERPUB;1993;;Warhammer armies: the Empire. Sample containing about 40937 words from a book (domain: leisure)
BNC;CNS;NONAC;1993;;Computergram international. Sample containing about 8814 words from a periodical (domain: applied science)
BNC;CHR;OTHERPUB;1991;;Return of the red nose joke book. Sample containing about 10339 words from a book (domain: imaginative)
BNC;CHP;OTHERPUB;1989;;Queen Mary's dolls' house. Sample containing about 14040 words from a book (domain: world affairs)
BNC;CH1;NEWS;1992;;The Daily Mirror. Sample containing about 138410 words from a periodical (domain: leisure)
BNC;CH0;FICTION;1990;;Krokodil tears. Sample containing about 38786 words from a book (domain: imaginative)
BNC;CHJ;OTHERPUB;1992;;Outdoor Action. Sample containing about 21944 words from a periodical (domain: leisure)
BNC;CHB;OTHERPUB;1991;;New Musical Express. Sample containing about 45863 words from a periodical (domain: arts)
BNC;CHA;OTHERPUB;1993;;New Musical Express. Sample containing about 78756 words from a periodical (domain: arts)
BNC;CH2;NEWS;1992;;The Daily Mirror. Sample containing about 176430 words from a periodical (domain: leisure)
BNC;CH6;NEWS;1992;;The Daily Mirror. Sample containing about 126554 words from a periodical (domain: leisure)
BNC;CHV;OTHERPUB;1992;;Rugby World and Post. Sample containing about 33538 words from a periodical (domain: leisure)
BNC;CH5;NEWS;1992;;The Daily Mirror. Sample containing about 76447 words from a periodical (domain: leisure)
BNC;CHG;FICTION;1986;;The other side of paradise. Sample containing about 37151 words from a book (domain: imaginative)
BNC;CH9;FICTION;1991;;The Minpins. Sample containing about 6850 words from a book (domain: imaginative)
BNC;CHK;OTHERPUB;1992;;Outdoor Action. Sample containing about 26249 words from a periodical (domain: leisure)
BNC;CHF;UNPUB;1992;;The use of orthographic and lexical information for handwriting recognition. Sample containing about 35371 words of unpublished miscellanea (domain: applied science)
BNC;CHS;NONAC;1987;;Managing relocation. Sample containing about 36404 words from a book (domain: commerce)
BNC;CH3;NEWS;1992;;The Daily Mirror. Sample containing about 117997 words from a periodical (domain: leisure)
BNC;CHH;OTHERPUB;1992;;Outdoor Action. Sample containing about 26883 words from a periodical (domain: leisure)
BNC;CHL;ACPROSE;1983;;Power, crime, and mystification. Sample containing about 31733 words from a book (domain: social science)
BNC;CHC;ACPROSE;1986;;Nuclear weapons, the peace movement and the law. Sample containing about 38248 words from a book (domain: world affairs)
BNC;CHW;OTHERPUB;1992;;Rugby World and Post. Sample containing about 33299 words from a periodical (domain: leisure)
BNC;CHT;NONAC;1989;;Returning to nursing. A guide for nurses and health visitors. Sample containing about 36078 words from a book (domain: social science)
BNC;CHE;NONAC;1991;;Owl light. Sample containing about 39159 words from a book (domain: leisure)
BNC;CH8;NONAC;1989;;In good company. Sample containing about 38821 words from a book (domain: arts)
BNC;CH7;NEWS;1992;;The Daily Mirror. Sample containing about 83213 words from a periodical (domain: leisure)
BNC;CHU;OTHERPUB;1988;;DISASTER! the rise and fall of News On Sunday. Sample containing about 36906 words from a book (domain: commerce)
BNC;CH4;FICTION;1988;;Matilda. Sample containing about 39631 words from a book (domain: imaginative)
BNC;CCS;NONAC;1979;;Commandoes and rangers of World War II. Sample containing about 34758 words from a book (domain: world affairs)
BNC;CCL;NONAC;1981;;I believe in church growth. Sample containing about 36889 words from a book (domain: belief and thought)
BNC;CC9;UNPUB;1992;;[Queen's Park Baptist church magazines]. Sample containing about 7705 words of unpublished miscellanea (domain: belief and thought)
BNC;CC6;UNPUB;1992;;[Queen's Park Baptist church magazines]. Sample containing about 4090 words of unpublished miscellanea (domain: belief and thought)
BNC;CC7;UNPUB;1992;;[Queen's Park Baptist church magazines]. Sample containing about 6707 words of unpublished miscellanea (domain: belief and thought)
BNC;CCA;FICTION;1982;;A bad spell for the worst witch. Sample containing about 11471 words from a book (domain: imaginative)
BNC;CCM;FICTION;1991;;Circle of friends. Sample containing about 36193 words from a book (domain: imaginative)
BNC;CCT;NONAC;1980;;Consumers and credit. Sample containing about 38823 words from a book (domain: commerce)
BNC;CCK;NONAC;1992;;The rise and fall of Nicolae and Elena Ceausescu. Sample containing about 38825 words from a book (domain: world affairs)
BNC;CC2;UNPUB;1992;;[Queen's Park Baptist church magazines]. Sample containing about 3002 words of unpublished miscellanea (domain: belief and thought)
BNC;CC8;UNPUB;1992;;[Queen's Park Baptist church magazines]. Sample containing about 3551 words of unpublished miscellanea (domain: belief and thought)
BNC;CCX;OTHERPUB;1992;;Do It Yourself. Sample containing about 30745 words from a periodical (domain: leisure)
BNC;CCY;OTHERPUB;1992;;Do It Yourself Magazine. Sample containing about 25560 words from a periodical (domain: leisure)
BNC;CC3;UNPUB;1992;;[Queen's Park Baptist church magazines]. Sample containing about 4605 words of unpublished miscellanea (domain: belief and thought)
BNC;CC5;UNPUB;1992;;[Queen's Park Baptist church magazines]. Sample containing about 3735 words of unpublished miscellanea (domain: belief and thought)
BNC;CCN;NONAC;1988;;The circle of nine. Sample containing about 37217 words from a book (domain: belief and thought)
BNC;CCP;OTHERPUB;1992;;Climber and Hill Walker. Sample containing about 27728 words from a periodical (domain: leisure)
BNC;CCC;NONAC;1980;;British intelligence services in action. Sample containing about 38846 words from a book (domain: world affairs)
BNC;CC0;OTHERPUB;1992;;The Artist's and Illustrator's Magazine. Sample containing about 19972 words from a periodical (domain: arts)
