Twitter Kaggle Sentiment;0;random_concat;2009;;;word_measures;2000;2000;3.925;0.421;1.7970595174283297;1.2148626071959736;10.965784284662087;8.60382530654538;10.767596085058642
Twitter Kaggle Sentiment;1;random_concat;2009;;;word_measures;2000;2000;3.947;0.417;1.803824724098452;1.2146340689808128;10.965784284662087;8.608430830388237;10.727546152323589
Twitter Kaggle Sentiment;2;random_concat;2009;;;word_measures;2000;2000;4.0075;0.412;1.8139048456575546;1.2122598703950642;10.965784284662087;8.65467506958069;10.770828281781995
Twitter Kaggle Sentiment;3;random_concat;2009;;;word_measures;2000;2000;3.9455;0.408;1.8118651769098366;1.215235689803958;10.965784284662087;8.585513597811598;10.738189713102077
Twitter Kaggle Sentiment;4;random_concat;2009;;;word_measures;2000;2000;3.9195;0.4145;1.809807789454033;1.2137560857087375;10.965784284662087;8.626418175909427;10.77421864130756
Twitter Kaggle Sentiment;5;random_concat;2009;;;word_measures;2000;2000;4.0005;0.408;1.8071866755399566;1.216260226890445;10.965784284662087;8.555692060295367;10.740931684829759
Twitter Kaggle Sentiment;6;random_concat;2009;;;word_measures;2000;2000;3.991;0.426;1.7931474615102714;1.2145330620557069;10.965784284662087;8.61913457565573;10.73167993809775
Twitter Kaggle Sentiment;7;random_concat;2009;;;word_measures;2000;2000;3.987;0.419;1.8027744935977674;1.2138946018368006;10.965784284662087;8.627813129144092;10.737891130291535
Twitter Kaggle Sentiment;8;random_concat;2009;;;word_measures;2000;2000;3.9;0.401;1.8133840710325455;1.2175701018422842;10.965784284662087;8.522682862822851;10.72787158028288
Twitter Kaggle Sentiment;9;random_concat;2009;;;word_measures;2000;2000;3.909;0.3915;1.8230626382093584;1.2191010131686926;10.965784284662087;8.479938034437232;10.723563619275508
Twitter Kaggle Sentiment;10;random_concat;2009;;;word_measures;2000;2000;3.976;0.418;1.7992731566391065;1.2158397219330073;10.965784284662087;8.582692350266111;10.739064098622592
Twitter Kaggle Sentiment;11;random_concat;2009;;;word_measures;2000;2000;3.946;0.4265;1.7916722613007403;1.214769236072898;10.965784284662087;8.613751177756217;10.722719009361304
Twitter Kaggle Sentiment;12;random_concat;2009;;;word_measures;2000;2000;4.003;0.412;1.8110249673978092;1.2142512071877716;10.965784284662087;8.6130159700431;10.72549972841243
Twitter Kaggle Sentiment;13;random_concat;2009;;;word_measures;2000;2000;4.0425;0.4295;1.7926457199085801;1.2137854232639076;10.965784284662087;8.640149107405144;10.758078303838813
Twitter Kaggle Sentiment;14;random_concat;2009;;;word_measures;2000;2000;3.8995;0.411;1.8005444988207344;1.2182971105724572;10.965784284662087;8.516783716096448;10.7266460177937
Twitter Kaggle Sentiment;15;random_concat;2009;;;word_measures;2000;2000;3.973;0.4215;1.8019543779272733;1.2119127763062714;10.965784284662087;8.669714021972036;10.756267202061286
Twitter Kaggle Sentiment;16;random_concat;2009;;;word_measures;2000;2000;4.0045;0.4095;1.8021971083484107;1.2170500635355714;10.965784284662087;8.537139804798032;10.69320400085789
Twitter Kaggle Sentiment;17;random_concat;2009;;;word_measures;2000;2000;3.9635;0.414;1.8084466146575813;1.213549651131034;10.965784284662087;8.62583106635201;10.779533236549105
Twitter Kaggle Sentiment;18;random_concat;2009;;;word_measures;2000;2000;3.9;0.4085;1.813100420641762;1.2143621272593736;10.965784284662087;8.605110537277474;10.72552177529554
Twitter Kaggle Sentiment;19;random_concat;2009;;;word_measures;2000;2000;4.083;0.436;1.7949286062545593;1.209988152310252;10.965784284662087;8.73821236038658;10.775437922256433
Twitter Kaggle Sentiment;20;random_concat;2009;;;word_measures;2000;2000;3.8965;0.4005;1.8142398909511395;1.2172560962289571;10.965784284662087;8.527864689386517;10.713850658292898
Twitter Kaggle Sentiment;21;random_concat;2009;;;word_measures;2000;2000;3.9355;0.4105;1.801529460686527;1.2172374755889177;10.965784284662087;8.536436910306056;10.719636639596867
Twitter Kaggle Sentiment;22;random_concat;2009;;;word_measures;2000;2000;3.9305;0.407;1.8065585369790282;1.2176368146389722;10.965784284662087;8.525183092429865;10.739870208301552
